Date,ICE Area of Responsibility,ATD Technology,Family Unit - Individual,Number under ATD,Average Days in Program
12/02/2023,Philadelphia,VoiceID,All,9,1741.7
12/02/2023,Philadelphia,Dual Tech,All,12,0.6
12/02/2023,Phoenix,All,All,5512,177.3
12/02/2023,Phoenix,GPS,All,130,151.2
12/02/2023,Phoenix,SmartLINK,All,5233,181.9
12/02/2023,Phoenix,No Tech,All,19,346.1
12/02/2023,Phoenix,Dual Tech,All,130,-5.7
12/02/2023,Salt Lake City,All,All,7275,629.5
12/02/2023,Salt Lake City,GPS,All,84,404.8
12/02/2023,Salt Lake City,SmartLINK,All,7102,618
12/02/2023,Salt Lake City,VoiceID,All,69,2271.2
12/02/2023,Salt Lake City,Dual Tech,All,20,7.5
12/02/2023,San Antonio,All,All,13064,161.7
12/02/2023,San Antonio,GPS,All,4825,26.3
12/02/2023,San Antonio,SmartLINK,All,8016,238.6
12/02/2023,San Antonio,No Tech,All,170,396.9
12/02/2023,San Antonio,VoiceID,All,8,609.5
12/02/2023,San Antonio,Dual Tech,All,45,8.8
12/02/2023,San Diego,All,All,2893,514.3
12/02/2023,San Diego,GPS,All,166,530.1
12/02/2023,San Diego,SmartLINK,All,2645,468.2
12/02/2023,San Diego,No Tech,All,4,2190.8
12/02/2023,San Diego,VoiceID,All,69,2213
12/02/2023,San Diego,Dual Tech,All,9,4.9
12/02/2023,San Francisco,All,All,18875,722.2
12/02/2023,San Francisco,GPS,All,630,446.8
12/02/2023,San Francisco,SmartLINK,All,16512,581.3
12/02/2023,San Francisco,VoiceID,All,1686,2224.5
12/02/2023,San Francisco,Dual Tech,All,47,-0.2
12/02/2023,Seattle,All,All,7538,712.7
12/02/2023,Seattle,GPS,All,215,267.5
12/02/2023,Seattle,SmartLINK,All,7049,668.1
12/02/2023,Seattle,VoiceID,All,259,2337.7
12/02/2023,Seattle,Dual Tech,All,15,-0.5
12/02/2023,St Paul,All,All,3758,844.6
12/02/2023,St Paul,GPS,All,225,380.2
12/02/2023,St Paul,SmartLINK,All,3327,777
12/02/2023,St Paul,VoiceID,All,194,2593.7
12/02/2023,St Paul,Dual Tech,All,12,7
12/02/2023,Washington DC,All,All,3906,561.7
12/02/2023,Washington DC,GPS,All,368,482.2
12/02/2023,Washington DC,SmartLINK,All,3476,576.1
12/02/2023,Washington DC,No Tech,All,2,1852
12/02/2023,Washington DC,VoiceID,All,6,1536.7
12/02/2023,Washington DC,Dual Tech,All,54,20.9
11/18/2023,,Total,All,189988,552.9
11/18/2023,Atlanta,All,All,5277,640.1
11/18/2023,Atlanta,GPS,All,348,422.8
11/18/2023,Atlanta,SmartLINK,All,4650,572.1
11/18/2023,Atlanta,VoiceID,All,257,2217.9
11/18/2023,Atlanta,Dual Tech,All,22,17.6
11/18/2023,Baltimore,All,All,3909,531
11/18/2023,Baltimore,GPS,All,199,218.8
11/18/2023,Baltimore,SmartLINK,All,3606,553.2
11/18/2023,Baltimore,VoiceID,All,22,1594.4
11/18/2023,Baltimore,Dual Tech,All,82,26.6
11/18/2023,Boston,All,All,7045,507.8
11/18/2023,Boston,GPS,All,116,476.1
11/18/2023,Boston,SmartLINK,All,6838,514.6
11/18/2023,Boston,VoiceID,All,2,1016
11/18/2023,Boston,Dual Tech,All,89,18.4
11/18/2023,Buffalo,All,All,586,991.9
11/18/2023,Buffalo,GPS,All,9,154
11/18/2023,Buffalo,SmartLINK,All,337,407.3
11/18/2023,Buffalo,VoiceID,All,240,1844.2
11/18/2023,Chicago,All,All,14617,678.5
11/18/2023,Chicago,GPS,All,838,201.8
11/18/2023,Chicago,SmartLINK,All,13069,628.5
11/18/2023,Chicago,No Tech,All,1,3
11/18/2023,Chicago,VoiceID,All,645,2376.3
11/18/2023,Chicago,Dual Tech,All,64,18
11/18/2023,Dallas,All,All,2842,354.7
11/18/2023,Dallas,GPS,All,430,85.4
11/18/2023,Dallas,SmartLINK,All,2312,414.3
11/18/2023,Dallas,No Tech,All,3,26.7
11/18/2023,Dallas,VeriWatch,All,38,238.4
11/18/2023,Dallas,VoiceID,All,2,1729
11/18/2023,Dallas,Dual Tech,All,57,17.4
11/18/2023,Denver,All,All,3070,513.6
11/18/2023,Denver,GPS,All,28,433.9
11/18/2023,Denver,SmartLINK,All,2923,498.5
11/18/2023,Denver,VeriWatch,All,35,259.4
11/18/2023,Denver,VoiceID,All,46,2104.8
11/18/2023,Denver,Dual Tech,All,38,39.6
11/18/2023,Detroit,All,All,10013,840.6
11/18/2023,Detroit,GPS,All,161,328
11/18/2023,Detroit,SmartLINK,All,9293,748
11/18/2023,Detroit,VoiceID,All,548,2578.2
11/18/2023,Detroit,Dual Tech,All,11,14.8
11/18/2023,El Paso,All,All,3022,229.9
11/18/2023,El Paso,GPS,All,1173,37.1
11/18/2023,El Paso,SmartLINK,All,1614,243.1
11/18/2023,El Paso,VeriWatch,All,45,183
11/18/2023,El Paso,VoiceID,All,171,1464.4
11/18/2023,El Paso,Dual Tech,All,19,7.6
11/18/2023,Harlingen,All,All,12795,228.1
11/18/2023,Harlingen,GPS,All,2333,54
11/18/2023,Harlingen,SmartLINK,All,10283,269.2
11/18/2023,Harlingen,No Tech,All,59,394.3
11/18/2023,Harlingen,Dual Tech,All,120,7.9
11/18/2023,Houston,All,All,2754,336.2
11/18/2023,Houston,GPS,All,435,328.5
11/18/2023,Houston,SmartLINK,All,2273,343.8
11/18/2023,Houston,Dual Tech,All,46,33
11/18/2023,Los Angeles,All,All,11927,492.2
11/18/2023,Los Angeles,GPS,All,664,253.6
11/18/2023,Los Angeles,SmartLINK,All,10264,417.3
11/18/2023,Los Angeles,No Tech,All,1,123
11/18/2023,Los Angeles,VeriWatch,All,99,426.9
11/18/2023,Los Angeles,VoiceID,All,811,1695.1
11/18/2023,Los Angeles,Dual Tech,All,88,15.7
11/18/2023,Miami,All,All,13652,451.2
11/18/2023,Miami,GPS,All,575,304
11/18/2023,Miami,SmartLINK,All,13006,458.8
11/18/2023,Miami,VoiceID,All,12,1425.5
11/18/2023,Miami,Dual Tech,All,59,20.9
11/18/2023,New Orleans,All,All,5262,525
11/18/2023,New Orleans,GPS,All,455,189.6
11/18/2023,New Orleans,SmartLINK,All,4744,550.5
11/18/2023,New Orleans,VoiceID,All,34,1873.3
11/18/2023,New Orleans,Dual Tech,All,29,31.9
11/18/2023,New York,All,All,8346,579
11/18/2023,New York,GPS,All,447,459.7
11/18/2023,New York,SmartLINK,All,7736,552.4
11/18/2023,New York,No Tech,All,2,532.5
11/18/2023,New York,VoiceID,All,161,2187.3
11/18/2023,Newark,All,All,14054,837.1
11/18/2023,Newark,GPS,All,237,432.7
11/18/2023,Newark,SmartLINK,All,12582,695.7
11/18/2023,Newark,VoiceID,All,1153,2520.9
11/18/2023,Newark,Dual Tech,All,82,22.6
11/18/2023,Philadelphia,All,All,7946,524.3
11/18/2023,Philadelphia,GPS,All,22,607.4
11/18/2023,Philadelphia,SmartLINK,All,7898,523.4
11/18/2023,Philadelphia,VoiceID,All,10,1824.7
11/18/2023,Philadelphia,Dual Tech,All,16,19.1
11/18/2023,Phoenix,All,All,5576,184.8
11/18/2023,Phoenix,GPS,All,124,168.8
11/18/2023,Phoenix,SmartLINK,All,5370,186.7
11/18/2023,Phoenix,No Tech,All,19,346.1
11/18/2023,Phoenix,Dual Tech,All,63,8.8
11/18/2023,Salt Lake City,All,All,7259,638.4
11/18/2023,Salt Lake City,GPS,All,77,449.1
11/18/2023,Salt Lake City,SmartLINK,All,7089,625.7
11/18/2023,Salt Lake City,VoiceID,All,73,2245.4
11/18/2023,Salt Lake City,Dual Tech,All,20,20.2
11/18/2023,San Antonio,All,All,12907,178.3
11/18/2023,San Antonio,GPS,All,4622,36.3
11/18/2023,San Antonio,SmartLINK,All,8051,255.7
11/18/2023,San Antonio,No Tech,All,170,396.9
11/18/2023,San Antonio,VoiceID,All,10,704
11/18/2023,San Antonio,Dual Tech,All,54,16.3
11/18/2023,San Diego,All,All,3121,515.5
11/18/2023,San Diego,GPS,All,190,494.9
11/18/2023,San Diego,SmartLINK,All,2825,476.9
11/18/2023,San Diego,No Tech,All,4,2190.8
11/18/2023,San Diego,VoiceID,All,72,2205.1
11/18/2023,San Diego,Dual Tech,All,30,6.7
11/18/2023,San Francisco,All,All,18848,737.6
11/18/2023,San Francisco,GPS,All,635,454.5
11/18/2023,San Francisco,SmartLINK,All,16424,591.9
11/18/2023,San Francisco,VoiceID,All,1745,2229.8
11/18/2023,San Francisco,Dual Tech,All,44,16.8
11/18/2023,Seattle,All,All,7487,726.7
